City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,General Description
239,Lebu,CL,-37.6167,-73.65,48.94,90,100,11.25,overcast clouds
240,Dalbandin,PK,28.8947,64.4101,102.22,8,0,18.25,clear sky
241,Kiama,AU,-34.6833,150.8667,60.46,69,0,7.72,clear sky
242,Qaqortoq,GL,60.7167,-46.0333,45.1,68,100,3.98,overcast clouds
243,Sladkovo,RU,55.5284,70.3385,66.9,86,100,10.22,light rain
244,Longavi,CL,-35.9667,-71.6833,45.73,97,19,5.19,few clouds
245,Itarema,BR,-2.9248,-39.9167,78.84,65,58,16.96,broken clouds
246,Westport,US,41.1415,-73.3579,73.74,84,36,3.0,scattered clouds
247,Chumikan,RU,54.7183,135.315,52.72,92,100,17.34,overcast clouds
248,Perth,AU,-31.9333,115.8333,62.06,77,90,9.22,light rain
249,Launceston,AU,-41.45,147.1667,51.8,49,11,12.66,few clouds
250,Lalin,ES,42.7167,-8.1167,57.72,96,51,2.13,broken clouds
251,Saucillo,MX,28.0167,-105.2833,79.14,49,18,7.38,few clouds
252,Kununurra,AU,-15.7667,128.7333,82.38,14,7,9.22,clear sky
253,Floro,NO,61.5996,5.0328,67.96,49,40,14.97,scattered clouds
254,Sao Gabriel Da Cachoeira,BR,-0.1303,-67.0892,71.78,89,99,0.56,overcast clouds
255,Port Hardy,CA,50.6996,-127.4199,55.58,100,75,6.91,light intensity shower rain
256,Zhuanghe,CN,39.7008,122.9911,82.99,66,5,6.8,clear sky
257,Husavik,IS,66.0449,-17.3389,53.51,76,14,2.28,few clouds
258,Kondopoga,RU,62.2057,34.2614,65.88,53,30,12.91,scattered clouds
259,Poum,NC,-20.2333,164.0167,70.75,65,100,12.33,overcast clouds
260,Luang Prabang,LA,19.8856,102.1347,91.27,54,96,4.12,overcast clouds
261,Male,MV,4.1748,73.5089,81.81,79,100,18.99,moderate rain
262,Thomasville,US,35.8826,-80.082,70.9,93,100,1.72,overcast clouds
263,Ponta Do Sol,PT,32.6667,-17.1,72.01,79,23,4.34,few clouds
264,Camana,PE,-16.6228,-72.7111,60.31,83,78,6.29,broken clouds
265,Morondava,MG,-20.2833,44.2833,76.32,39,0,3.49,clear sky
266,Buraydah,SA,26.326,43.975,102.65,9,8,10.38,clear sky
267,Sechura,PE,-5.5569,-80.8222,62.92,87,5,8.39,clear sky
268,Tiarei,PF,-17.5333,-149.3333,75.22,67,19,4.45,few clouds
269,Lompoc,US,34.6391,-120.4579,60.42,96,90,3.44,fog
270,Georgetown,MY,5.4112,100.3354,89.55,72,20,1.01,thunderstorm
271,Talaja,IN,21.35,72.05,91.35,51,64,10.29,broken clouds
272,Tautira,PF,-17.7333,-149.15,75.22,70,31,5.37,scattered clouds
273,Kachiry,KZ,53.0675,76.1036,87.24,29,97,7.85,overcast clouds
274,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,54.19,88,75,4.47,broken clouds
275,Vestmannaeyjar,IS,63.4427,-20.2734,54.59,85,99,10.47,overcast clouds
276,Lakes Entrance,AU,-37.8811,147.981,57.18,67,88,15.08,overcast clouds
277,Marsh Harbour,BS,26.5412,-77.0636,82.72,74,8,8.7,clear sky
278,Bubaque,GW,11.2833,-15.8333,79.7,77,99,18.25,overcast clouds
279,Avera,US,33.194,-82.5271,75.7,98,59,1.66,broken clouds
280,Camacha,PT,33.0833,-16.3333,69.22,94,75,11.5,mist
281,San Andres,CO,12.5847,-81.7006,82.42,78,75,12.66,broken clouds
282,La Asuncion,VE,11.0333,-63.8628,87.53,70,91,4.61,overcast clouds
283,Mapiri,BO,-15.25,-68.1667,59.16,77,0,1.77,clear sky
284,Baraki Barak,AF,33.9675,68.9486,83.3,15,4,1.61,clear sky
285,Grand-Santi,GF,4.25,-54.3833,70.92,100,94,0.65,light rain
286,Bereda,ES,43.2686,-7.5406,60.91,100,86,4.79,overcast clouds
287,Vysotsk,RU,60.6288,28.5705,63.86,81,100,18.43,light rain
288,Areia Branca,BR,-4.9561,-37.1369,72.55,75,25,12.64,scattered clouds
289,Sur,OM,22.5667,59.5289,93.25,59,100,6.91,overcast clouds
290,Mackay,AU,-21.15,149.2,70.05,68,0,13.8,clear sky
291,Makakilo City,US,21.3469,-158.0858,79.12,63,1,8.05,clear sky
292,Basco,PH,20.4487,121.9702,83.8,86,100,35.32,overcast clouds
293,Khartoum,SD,15.5518,32.5324,87.03,62,36,15.32,scattered clouds
294,Chimbote,PE,-9.0853,-78.5783,62.58,88,79,7.85,broken clouds
295,Port Augusta,AU,-32.5,137.7667,58.71,55,2,8.79,clear sky
296,Sibu,MY,2.3,111.8167,97.11,46,40,3.44,scattered clouds
297,Caravelas,BR,-17.7125,-39.2481,67.6,76,77,7.18,broken clouds
298,Turka,UA,49.1541,23.0297,57.25,71,2,6.91,clear sky
299,Guarapari,BR,-20.6667,-40.4975,64.29,81,12,1.68,few clouds
300,San Pedro,PH,14.35,121.0167,89.31,70,40,12.66,scattered clouds
301,Cervo,ES,43.6702,-7.4101,64.96,76,35,12.28,scattered clouds
302,Osa,RU,57.2829,55.4567,64.72,54,100,9.28,overcast clouds
303,Kobelyaky,UA,49.1489,34.1965,81.37,49,84,11.54,broken clouds
304,Katsuura,JP,35.1333,140.3,84.31,86,100,9.86,light rain
305,Ostrovnoy,RU,68.0531,39.5131,58.62,74,9,5.39,clear sky
306,Eldorado,BR,-23.7869,-54.2836,60.69,63,0,6.22,clear sky
307,Saint-Philippe,RE,-21.3585,55.7679,76.59,70,38,11.48,scattered clouds
308,Mehamn,NO,71.0357,27.8492,62.47,62,100,6.35,overcast clouds
309,Hamilton,US,39.1834,-84.5333,72.77,88,1,0.0,mist
310,Beya,RU,53.0533,90.9139,70.54,59,95,5.64,overcast clouds
311,Sorland,NO,67.667,12.6934,55.63,85,93,13.69,overcast clouds
312,Zhigalovo,RU,54.8097,105.1578,65.91,68,98,7.96,light rain
313,Port Macquarie,AU,-31.4333,152.9167,58.96,74,0,4.94,clear sky
314,Kalmunai,LK,7.4167,81.8167,90.3,55,100,8.01,overcast clouds
315,Bambanglipuro,ID,-7.95,110.2833,85.05,66,13,11.01,few clouds
316,Thul,PK,28.2403,68.7759,94.95,24,0,9.08,clear sky
317,Gao,ML,16.6362,1.637,86.0,50,97,10.47,overcast clouds
318,Springdale,US,36.1867,-94.1288,72.01,89,1,4.61,clear sky
319,Birmitrapur,IN,22.4,84.7667,88.7,63,95,8.93,overcast clouds
320,Krasnoarmeysk,RU,51.0239,45.6969,78.82,29,94,8.55,overcast clouds
321,Pochutla,MX,15.7432,-96.4661,75.81,93,98,3.24,overcast clouds
322,Shache,CN,38.4167,77.2406,90.72,20,14,4.25,few clouds
323,Leningradskiy,RU,69.3833,178.4167,37.44,90,100,7.27,overcast clouds
324,Fairbanks,US,64.8378,-147.7164,65.1,86,90,0.0,overcast clouds
325,Namibe,AO,-15.1961,12.1522,63.23,94,20,0.0,few clouds
326,Sedalia,US,38.7045,-93.2283,73.31,88,1,6.91,clear sky
327,Riyadh,SA,24.6877,46.7219,105.94,8,1,3.74,clear sky
328,Komsomolskiy,UZ,40.4272,71.7189,92.12,21,0,6.91,clear sky
329,Kalabo,ZM,-14.97,22.6814,65.37,20,3,6.55,clear sky
330,Sena Madureira,BR,-9.0656,-68.6569,68.31,57,0,0.78,clear sky
331,Khvoynaya,RU,58.9,34.5333,59.22,99,100,10.47,light rain
332,Yuzawa,JP,39.1667,140.5,93.02,59,8,8.72,clear sky
333,Black River,JM,18.0264,-77.8487,75.97,83,0,4.07,clear sky
334,Mangan,IN,27.5167,88.5333,86.14,77,62,6.73,broken clouds
335,Marathon,US,44.9,-89.7668,65.8,93,40,0.0,mist
336,Vikhorevka,RU,56.1201,101.1636,69.39,31,16,9.62,few clouds
337,Los Llanos De Aridane,ES,28.6585,-17.9182,67.75,96,75,11.5,broken clouds
338,Benjamin Hill,MX,30.1667,-111.1,76.28,66,100,5.7,overcast clouds
339,Pangkalanbuun,ID,-2.6833,111.6167,96.17,42,51,3.6,broken clouds
340,Khakhea,BW,-24.6895,23.494,62.38,18,4,2.95,clear sky
341,Deputatskiy,RU,69.3,139.9,62.11,39,6,6.62,clear sky
342,Tura,IN,25.5198,90.2201,80.6,91,100,5.17,overcast clouds
343,Isiro,CD,2.7739,27.616,68.52,95,99,1.9,overcast clouds
344,Graham,US,47.0529,-122.2943,64.36,71,90,3.44,overcast clouds
345,Najran,SA,17.4924,44.1277,93.85,21,48,14.72,scattered clouds
346,Arauca,CO,7.0847,-70.7591,69.64,94,58,3.09,broken clouds
347,Bonavista,CA,48.6499,-53.1147,66.2,89,92,22.64,overcast clouds
348,Panorama,GR,40.5878,23.0315,82.99,33,0,5.99,clear sky
349,Wattegama,LK,6.7989,81.4808,88.72,38,100,6.24,overcast clouds
350,Simpang,ID,-1.2667,104.0833,90.66,56,94,3.6,overcast clouds
351,Acapulco,MX,16.8634,-99.8901,77.61,89,100,6.35,overcast clouds
352,Plettenberg Bay,ZA,-34.0527,23.3716,59.25,65,88,2.21,overcast clouds
353,Vanimo,PG,-2.6741,141.3028,77.58,89,100,8.21,overcast clouds
354,Marsaxlokk,MT,35.8419,14.5431,85.08,65,0,13.8,clear sky
355,Wajir,KE,1.7471,40.0573,80.92,48,21,18.95,few clouds
356,Manaure,CO,11.7751,-72.4445,81.37,72,100,10.83,overcast clouds
357,Harper,LR,4.375,-7.7169,75.78,79,99,6.82,overcast clouds
358,Djibo,BF,14.1022,-1.6306,79.21,73,19,13.2,few clouds
359,Sapouy,BF,11.5544,-1.7736,72.07,91,54,7.76,broken clouds
360,Alofi,NU,-19.0595,-169.9187,73.29,83,2,6.91,clear sky
361,Jerantut,MY,3.936,102.3626,94.35,46,94,0.76,heavy intensity rain
362,Otane,NZ,-39.8833,176.6333,53.01,69,30,7.92,scattered clouds
363,Yulara,AU,-25.2406,130.9889,67.84,22,0,10.36,clear sky
364,Deutsch-Wagram,AT,48.3032,16.5582,74.62,69,88,4.63,overcast clouds
365,Ust-Ilimsk,RU,58.0006,102.6619,80.22,24,0,9.6,clear sky
366,Trinidad,BO,-14.8333,-64.9,69.87,50,0,0.76,clear sky
367,Quimper,FR,48.0,-4.1,60.87,94,20,9.22,few clouds
368,Iqaluit,CA,63.7506,-68.5145,40.73,87,90,4.61,light rain
369,Aasiaat,GL,68.7098,-52.8699,36.28,93,100,4.83,overcast clouds
370,Lorengau,PG,-2.0226,147.2712,80.64,80,98,6.02,overcast clouds
371,Panama City,PA,8.9936,-79.5197,78.75,96,20,4.61,few clouds
372,Namatanai,PG,-3.6667,152.4333,81.46,80,32,9.51,light rain
373,Bathsheba,BB,13.2167,-59.5167,79.41,78,40,11.5,scattered clouds
374,Cayenne,GF,4.9333,-52.3333,76.08,89,90,0.0,overcast clouds
375,Eyemouth,GB,55.8713,-2.0901,58.82,94,100,7.0,overcast clouds
376,Moerai,PF,-22.4333,-151.3333,74.75,69,99,5.41,overcast clouds
377,Dali,CN,25.7,100.1833,79.99,53,56,4.92,broken clouds
378,Tilichiki,RU,60.4667,166.1,55.0,71,100,1.14,overcast clouds
379,Turukhansk,RU,65.8167,87.9833,81.43,36,10,5.01,clear sky
380,Constitucion,CL,-35.3333,-72.4167,50.18,91,11,5.19,few clouds
381,Loubomo,CG,-4.1997,12.6739,72.82,76,52,3.96,broken clouds
382,Redmond,US,47.674,-122.1215,65.68,73,10,1.01,clear sky
383,Pangnirtung,CA,66.1451,-65.7125,38.79,97,100,1.83,overcast clouds
384,Ponferrada,ES,42.5466,-6.5962,59.83,98,100,3.0,overcast clouds
385,Hambantota,LK,6.1241,81.1185,89.94,66,75,16.11,light rain
386,Neuquen,AR,-38.9516,-68.0591,44.49,70,0,3.44,clear sky
387,Troitsko-Pechorsk,RU,62.7084,56.1964,59.0,55,100,10.8,overcast clouds
388,Comodoro Rivadavia,AR,-45.8667,-67.5,42.66,39,0,32.21,clear sky
389,Longhua,CN,23.6137,114.1919,93.27,59,100,2.91,overcast clouds
390,Misratah,LY,32.3754,15.0925,85.69,62,0,7.94,clear sky
391,Xining,CN,36.6167,101.7667,78.82,27,100,5.73,light rain
392,Zhuhai,CN,22.2769,113.5678,90.79,70,20,9.22,light rain
393,Kargil,IN,34.5667,76.1,68.4,21,6,3.58,clear sky
394,Hami,CN,42.8,93.45,94.35,12,2,22.41,clear sky
395,Dillon,US,34.4166,-79.3712,75.45,96,100,3.22,overcast clouds
396,Krasnoborsk,RU,61.5598,45.934,61.07,60,87,3.47,overcast clouds
397,Baoshan,CN,46.5586,131.4244,77.54,56,94,5.68,overcast clouds
398,Klaksvik,FO,62.2266,-6.589,59.92,90,100,17.96,overcast clouds
399,Sao Joao Da Barra,BR,-21.6403,-41.0511,65.5,80,98,4.92,overcast clouds
400,Tamboril,DO,19.4854,-70.611,74.7,100,20,0.0,few clouds
401,Jiaozuo,CN,35.2397,113.2331,91.06,54,15,4.12,light rain
402,General Cepeda,MX,25.3833,-101.45,69.73,70,45,2.24,scattered clouds
403,Dakar,SN,14.6937,-17.4441,80.73,83,40,9.22,scattered clouds
404,Pangoa,PE,-12.1167,-73.0,62.1,74,0,3.6,clear sky
405,Pisco,PE,-13.7,-76.2167,60.85,82,90,3.44,overcast clouds
406,Ihosy,MG,-22.4,46.1167,71.96,34,0,7.9,clear sky
407,Vitim,RU,59.4511,112.5578,60.33,93,100,2.35,overcast clouds
408,Provideniya,RU,64.3833,-173.3,45.59,82,100,5.23,light rain
409,Mendi,PG,-6.1761,143.6513,58.06,99,100,1.79,overcast clouds
410,Peleduy,RU,59.6289,112.7406,61.45,85,100,2.93,overcast clouds
411,Disna,BY,55.568,28.1971,65.44,73,93,12.48,overcast clouds
412,Bamiantong,CN,44.9333,130.5333,81.55,48,100,4.9,overcast clouds
413,Praia,CV,14.9215,-23.5087,77.54,83,75,10.36,broken clouds
414,Taguatinga,BR,-12.3857,-46.5711,69.24,61,68,11.97,broken clouds
415,Haicheng,CN,40.8516,122.7475,86.7,52,56,5.57,light rain
416,Umm Kaddadah,SD,13.6017,26.6876,77.11,72,100,18.19,overcast clouds
417,Uvelskiy,RU,54.4446,61.3574,70.09,35,62,14.97,broken clouds
418,Hays,US,30.0502,-98.0336,76.96,92,0,1.01,clear sky
419,Sioux Lookout,CA,50.1001,-91.917,53.67,94,1,4.61,clear sky
420,Lashio,MM,22.9333,97.75,83.59,63,89,5.12,overcast clouds
421,Novokizhinginsk,RU,51.6115,109.5917,70.09,61,84,9.98,broken clouds
422,Ambilobe,MG,-13.2,49.05,87.94,32,0,2.08,clear sky
423,Lichinga,MZ,-13.3128,35.2406,64.49,63,20,12.66,few clouds
424,Axim,GH,4.8699,-2.2405,77.63,79,100,9.6,overcast clouds
425,Bagdarin,RU,54.4333,113.6,55.89,98,100,2.91,heavy intensity rain
426,Mareeba,AU,-17.0,145.4333,69.48,73,50,6.8,scattered clouds
427,Nicoya,CR,10.1483,-85.452,74.3,93,100,3.29,overcast clouds
428,Belmonte,BR,-15.8631,-38.8828,66.7,62,96,10.92,overcast clouds
429,Anadyr,RU,64.75,177.4833,54.1,62,0,11.18,clear sky
430,Oriximina,BR,-1.7656,-55.8661,74.64,80,19,1.16,few clouds
431,Carlisle,US,40.2015,-77.1889,73.0,74,100,2.46,overcast clouds
432,Hualmay,PE,-11.0964,-77.6139,61.38,88,46,11.07,scattered clouds
433,Bijie,CN,27.3125,105.2942,79.45,71,99,5.35,overcast clouds
434,Ulcinj,ME,41.9294,19.2244,80.82,43,1,2.3,clear sky
435,Casper,US,42.8666,-106.3131,63.5,94,1,5.75,clear sky
436,Chitral,PK,35.8462,71.7858,86.23,28,2,7.58,clear sky
437,Periyapatti,IN,10.75,77.2667,90.61,55,100,22.32,overcast clouds
438,Portland,US,45.5234,-122.6762,68.61,81,40,1.01,scattered clouds
439,Damghan,IR,36.1683,54.348,88.61,16,7,3.67,clear sky
440,Shelburne,CA,44.0787,-80.2041,66.27,96,41,9.01,scattered clouds
441,Sitka,US,57.0531,-135.33,60.69,77,90,4.61,overcast clouds
442,Novopokrovka,UA,49.8425,36.5477,73.78,44,97,10.74,light rain
443,Vieques,PR,18.425,-65.8329,81.25,89,20,4.61,few clouds
444,Senanga,ZM,-16.1167,23.2667,75.7,15,0,7.25,clear sky
445,Simao,CN,22.7886,100.9748,79.41,78,98,2.62,overcast clouds
446,Rolla,US,37.9514,-91.7713,71.67,83,1,5.01,clear sky
447,Havelock,US,34.8791,-76.9013,80.94,95,100,4.41,overcast clouds
448,Kaa-Khem,RU,51.6833,94.7333,69.08,62,100,9.78,overcast clouds
449,Sobolevo,RU,54.4299,31.8996,67.14,84,100,8.39,overcast clouds
450,Iralaya,HN,15.0,-83.2333,79.05,85,97,9.51,overcast clouds
451,Proletarsk,RU,46.7031,41.7192,88.61,22,100,19.13,overcast clouds
452,Sungaipenuh,ID,-2.0833,101.3833,74.05,86,47,1.34,scattered clouds
453,Poya,NC,-21.35,165.15,66.45,68,99,8.5,overcast clouds
454,Antsirabe,MG,-19.85,47.0333,67.01,35,0,4.12,clear sky
455,Lasa,IT,46.6166,10.7002,63.34,80,81,6.13,broken clouds
456,Kikwit,CD,-5.041,18.8162,88.21,17,5,2.93,clear sky
457,Merauke,ID,-8.4667,140.3333,79.2,74,100,18.92,overcast clouds
458,San Antero,CO,9.3741,-75.7589,77.92,87,84,5.66,broken clouds
459,Sesheke,ZM,-17.4759,24.2968,75.07,17,0,6.02,clear sky
460,Upata,VE,8.0086,-62.3989,73.18,97,78,1.59,broken clouds
461,Morag,PL,53.9171,19.926,64.65,71,24,13.6,few clouds
462,Gamba,GA,-2.65,10.0,75.88,77,100,5.73,overcast clouds
463,Kristiinankaupunki,FI,62.2743,21.376,69.22,44,57,15.79,broken clouds
464,Bakchar,RU,57.0186,82.0711,69.03,86,61,5.3,moderate rain
465,Nauta,PE,-4.5061,-73.5757,71.26,73,0,1.21,clear sky
466,Vermilion,US,40.1667,-87.7506,71.4,88,40,5.75,scattered clouds
467,Kieta,PG,-6.2167,155.6333,80.38,82,84,8.52,light rain
468,Buta,CD,2.7858,24.73,78.35,77,89,3.76,overcast clouds
469,Atar,MR,20.5169,-13.0499,82.78,47,21,11.23,few clouds
470,College,US,64.8569,-147.8028,64.38,86,90,0.0,overcast clouds
471,Vao,NC,-22.6667,167.4833,68.0,59,100,12.15,overcast clouds
472,Llanes,ES,43.4198,-4.7549,62.87,74,78,8.66,broken clouds
473,Mount Gambier,AU,-37.8333,140.7667,53.51,76,40,8.05,scattered clouds
474,Coquimbo,CL,-29.9533,-71.3436,53.33,93,90,2.3,overcast clouds
475,Nenjiang,CN,49.1833,125.2167,79.41,65,0,2.42,clear sky
476,Petrolina,BR,-9.3986,-40.5008,68.05,83,75,9.22,broken clouds
477,Fez,MA,34.0372,-4.9998,68.25,82,40,4.61,scattered clouds
478,Half Moon Bay,US,37.4636,-122.4286,68.18,87,20,11.5,few clouds
